ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 1 default
843,variable,cc001494B,,Jose L. Piedra Brevas Cuban Cigars,1,0,visible,"Petit Corona type, a medium-bodied, well-balanced cigar, not subtle yet a robust one delivering a full mouth of earthy and rawer Cuban flavors.","<h3>Jose L. Piedra Brevas Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size:</strong> 5 1/4 x 42</li>\n    <li><strong>Strength</strong>: Medium-Full</li>\n</ul>\n\nPetit Corona type, a medium-bodied, well-balanced cigar, not subtle yet a robust one delivering a full mouth of earthy and rawer Cuban flavors.\n\n<h3>About Jose L Piedra Cigars</h3>\n\nMade from Remedios (Cuba’s oldest tobacco producing region) tobaccos using the traditional Tripa Corta, Totalmente a Mano – short filler, totally hand made – technique with a blend that provides a medium to full flavor.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","Cuba, Medium-Full",Restricted USA,https://cigarsnstripes.com/wp-content/uploads/2025/05/Cigars-601-1.jpg,,,,,,,,,0,,Quantity,"Box of 25, Pack of 5, Box of 12, Single",1,0,Brand,Jose L. Piedra,1,1,Ring Gauge Group,Medium (40+),0,1,Price Level,Budget ($4-$9),0,1,Country,Cuba,1,1,Length,5 1/4,1,1,Ring Gauge,42,1,1,Strength,Medium-Full,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,,,,,,,,,,,,,,,,,
845,variable,cc001496B,,Jose L. Piedra Conservas Cuban Cigars,1,0,visible,Jose L. Piedra was created in 1880 by Vicente and Jose Lamadrid. The leaves used are grown in aregion where tobacco has been grown since the 16th Century.,"<h3>Jose L. Piedra Conservas Cuban Cigars</h3>\n\n<ul>\n    <li>Size: 5 1/2 x 44</li>\n    <li>Strength: Medium-Full</li>\n</ul>\n\nJose L. Piedra was created in 1880 by Vicente and Jose Lamadrid. The leaves used are grown in aregion where tobacco has been grown since the 16th Century.\n\n<h3>About Jose L Piedra Cigars</h3>\n\nMade from Remedios (Cuba’s oldest tobacco producing region) tobaccos using the traditional Tripa Corta, Totalmente a Mano – short filler, totally hand made – technique with a blend that provides a medium to full flavor.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars",Cuba,Restricted USA,https://cigarsnstripes.com/wp-content/uploads/2025/05/Jose-L.-Piedra-Conservas-Cuban-Cigars.png,,,,,,,,,0,,Quantity,"5 Cigars, Single, Box of 12",1,0,Brand,Jose L. Piedra,1,1,Price Level,Budget ($4-$9),0,1,Country,Cuba,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,variable,cc001497C,,Jose L. Piedra Cazadores Cuban Cigars,1,0,visible,"Never too strong and full of typical Cuban flavors, it is really a great Habano which quality price ratio cannot be easily beaten.","<h3>Jose L. Piedra Cazadores Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size</strong>: 6 x 43</li>\n    <li><strong>Strength</strong>: Medium-Full</li>\n</ul>\n\nThe Jose L. Piedra Cazadores is an affordable and tasty Cuban cigar, of Cazador format, 43 ring gauge, 6"" (152mm) long. Never too strong and full of typical Cuban flavors, it is really a great Habano which quality price ratio cannot be easily beaten.\n\n<h3>About Jose L Piedra Cigars</h3>\n\nMade from Remedios (Cuba’s oldest tobacco producing region) tobaccos using the traditional Tripa Corta, Totalmente a Mano – short filler, totally hand made – technique with a blend that provides a medium to full flavor.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","Cazadores, Cuba, Jose L. Piedra, Medium-Full",Restricted USA,https://cigarsnstripes.com/wp-content/uploads/2025/05/Cigars-597-1.jpg,,,,,,,,,0,,Quantity,"Box of 25, Pack of 5, Single, Box of 12, Carton of 25 (5x5)",1,0,Brand,Jose L. Piedra,1,1,Ring Gauge Group,Medium (40+),0,1,Price Level,Budget ($4-$9),0,1,Country,Cuba,1,1,Length,6,1,1,Ring Gauge,43,1,1,Strength,Medium-Full,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,,,,,,,,,,,,,,,,,
856,variable,CC0872001,,Rafael Gonzalez Panetelas Extra Cuban Cigars,1,0,visible,"Its taste is floral, herbaceous, sweet and elegant.","<h3>Rafael Gonzalez Panetelas Extra Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size</strong>: 5 x 37</li>\n    <li><strong>Strength</strong>: Light</li>\n</ul>\n\nIts taste is floral, herbaceous, sweet and elegant.\n\n<h3>About Rafael Gonzalez Cigars</h3>\n\n<span style=""font-weight: 400"">Contains a light tasting blend of filler and  binder leaves from both the Vuelta Abajo and Semi Vuelta zones. Made by using the Tripa Corta, Totalmente a Mano – short filler, totally hand made – technique.</span>\n\n<h3></h3>",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","Cuba, mild, Panetela Extra, Rafael Gonzalez",Restricted USA,https://cigarsnstripes.com/wp-content/uploads/2025/05/Rafael-Gonzalez-Panetelas-Extra-Cuban-Cigars-.jpg,,,,,,,,,0,,Quantity,"Single, Box of 25, 5 Cigars",1,0,Brand,Rafael Gonzalez,1,1,Ring Gauge Group,Small (30+),0,1,Price Level,Budget ($4-$9),0,1,Country,Cuba,1,1,Length,5,1,1,Ring Gauge,37,1,1,Strength,Mild,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,,,,,,,,,,,,,,,,,
860,variable,cc001505A,,Fonseca Cuban Delicias,1,0,visible,Fonseca’s delicate blend of filler and binder tobaccos from the Vuelta Abajo zone makes it the ideal Habano to follow a light meal.,"<div class=""electro-description clearfix"">\n<h3>Fonseca Cuban Cigars Delicias</h3>\n<ul>\n    <li><strong>Size</strong>: 4 7/8 x 40</li>\n    <li><strong>Strength</strong>: Mild</li>\n</ul>\n<h4>About Fonseca Cigars</h4>\nDon Francisco Fonseca founded his brand in the 1890’s.\nA handsome man, who cared deeply for appearances, he passed his sartorial precision on to his cigars, which he dressed in silky tissue paper – a tradition that continues to this day on all the Habanos that bear his name.\nFonseca’s delicate blend of filler and binder tobaccos from the Vuelta Abajo zone makes it the ideal Habano to follow a light meal.\n\nFonseca’s short-filler size also incorporates tobacco leaves from Semi Vuelta zone.\nAll sizes of Fonseca are Totalmente a Mano – totally hand made – with three being Tripa Larga or long filler and one Tripa Corta or short filler.\n\n</div>",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","Cuba, Cuban, Fonseca, Fonseca Delicias, mild",Restricted USA,"https://cigarsnstripes.com/wp-content/uploads/2025/05/Cigars-12831.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Delicias-Single-Cigar.png, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Logo.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Full-Box-of-Cigar-Family-.jpg",,,,,,,,,0,,Quantity,"Single Cigar, Box of 25 Cigars, 5 Cigars",1,0,Brand,Fonseca,1,1,Ring Gauge Group,Medium (40+),0,1,Price Level,Budget ($4-$9),0,1,Country,Cuba,1,1,Length,4 7/8,1,1,Ring Gauge,40,1,1,Strength,Mild,1,1,Wrapper,Cuban,1,1,Binder,Cuban,1,1,Filler,Cuban,1,1,,,,,,,,,,,,,,,,,
922,variable,cc001506A,,Fonseca KDT Cadetes Cuban,1,0,visible,Fonseca’s delicate blend of filler and binder tobaccos from the Vuelta Abajo zone makes it the ideal Habano to follow a light meal.,"<h3>Fonseca KDT Cadetes Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size</strong>: 4 1/2 x 36</li>\n    <li><strong>Strength</strong>: Mild</li>\n</ul>\n\nDon Francisco Fonseca founded his brand in the 1890’s.\nA handsome man, who cared deeply for appearances, he passed his sartorial precision on to his cigars, which he dressed in silky tissue paper – a tradition that continues to this day on all the Habanos that bear his name.\nFonseca’s delicate blend of filler and binder tobaccos from the Vuelta Abajo zone makes it the ideal Habano to follow a light meal.\n\nFonseca’s short-filler size also incorporates tobacco leaves from Semi Vuelta zone.\nAll sizes of Fonseca are Totalmente a Mano – totally hand made – with three being Tripa Larga or long filler and one Tripa Corta or short filler.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","Cuba, Cuban, Fonseca, Fonseca KDT, mild, Parejo, Petit Corona",Restricted USA,"https://cigarsnstripes.com/wp-content/uploads/2025/05/Cigars-0381-1.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-KDT-Cadets-Single-Cigar.png, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Full-Box-of-Cigar-Family-.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Logo.jpg",,,,,,,,,0,,Quantity,"Single Cigar, Box of 25 Cigars, 5 Cigars",1,0,Brand,Fonseca,1,1,Ring Gauge Group,Small (30+),0,1,Price Level,Budget ($4-$9),0,1,Country,Cuba,1,1,Shape,Parejo,1,1,Size,Petit Corona,1,1,Length,4 1/2,1,1,Ring Gauge,36,1,1,Strength,Mild,1,1,Wrapper,Cuban,1,1,Binder,Cuban,1,1,Filler,Cuban,1,1,Score,84,1,1,Score Range,80-84,1,1,
927,variable,CC0706014,,Hoyo De Monterrey Palmas Extra Cuban Cigars,-1,0,visible,"Never too strong, nor too complex, this vitola appeals to all Cuban aficionados, that are looking for an everyday smoke easy on the wallet.","<h3>Hoyo De Monterrey Palmas Extra Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size</strong>: 5 1/2 x 40</li>\n    <li><strong>Strength</strong>: Light</li>\n</ul>\n\nNever too strong, nor too complex, this vitola appeals to all Cuban aficionados, that are looking for an everyday smoke easy on the wallet.\n\n<h3>About Hoyo De Monterrey Cigars</h3>\n\nThe Hoyo de Monterrey plantation is one of the <em>Vegas de Primera - </em>first class fields<em>-  </em>where it's soil and micro-climate lend to Hoyo de Monterrey flavour. The flavour of Hoyo de Monterrey's blend make it an attractive choice for those who seek a delicate yet aromatic Habano that is lighter to the taste but with great elegance and complexity.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","corona, Cuba, mild, Parejo",Restricted USA,"https://cigarsnstripes.com/wp-content/uploads/2025/05/Hoyo-De-Monterrey-Cuban-Cigars-Palmas-Extra-Single-Cigar.png, https://cigarsnstripes.com/wp-content/uploads/2025/05/Hoyo-De-Monterrey-Cuban-Cigars-Palmas-Extra-Single-Cigar.png",,,,,,,,,0,,Quantity,"Box of 25 Cigars, Single Cigar, 5 Cigars",1,0,Brand,Hoyo De Monterrey,1,1,Ring Gauge Group,Medium (40+),0,1,Price Level,Quality ($10-$15),0,1,Country,Cuba,1,1,Shape,Parejo,1,1,Size,Corona,1,1,Length,5 1/2,1,1,Ring Gauge,40,1,1,Strength,Mild,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,Score,90,1,1,Score Range,90+,1,1,
971,variable,CC000011,,Bolivar Coronas Junior Cuban Cigars,-1,0,visible,"In the classic Bolivar flavor profile, the Coronas Junior is a strong and bold smoke.","<h3>Bolivar Coronas Junior Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size:</strong> 4 3/8 x 42</li>\n    <li><strong>Strength</strong>: Full</li>\n</ul>\n\nIn the classic Bolivar flavor profile, the Coronas Junior is a strong and bold smoke. The flavors build nicely in the second third and becomes quite the little powerhouse in the last third. It has a complex flavor profile and has hints of coffee and cocoa. It never fails to please. Excellent draw and burn. When time is short, a perfect alternative to the Bolivar Petit Coronas or Bolivar Royal Coronas.\n\n<h3>About Bolivar Cigars</h3>\n\nBolivar is among the strongest, most full bodied of all Habanos. It boasts an unrivaled richness of flavour in is blend of <em>Vuelta Abajo  </em>zone filler and binder tobaccos that makes it one of the most sought-after marques amongst experienced smokers.  Made using the <em>Tripa Larga, Totalmente a Mano</em> - long filler, totally by hand - technique and is the brand of choice for enthusiasts who enjoy strong flavours.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","Cuba, Full, Parejo, Petit Corona",Restricted USA,https://cigarsnstripes.com/wp-content/uploads/2025/05/Cigars-0131.jpg,,,,,,,,,0,,Quantity,"Box of 25 Cigars, Single Cigar, 5 Cigars",1,0,Brand,Bolivar,1,1,Ring Gauge Group,Medium (40+),0,1,Price Level,Quality ($10-$15),0,1,Country,Cuba,1,1,Shape,Parejo,1,1,Size,Petit Corona,1,1,Length,4 3/8,1,1,Ring Gauge,42,1,1,Strength,Full,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,Score,93,1,1,Score Range,90+,1,1,
975,variable,cc001527A,,San Cristobal El Principe Cuban Cigars,-1,0,visible,,"<h3>San Cristobal El Principe Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size:</strong> 4 3/8 x 42</li>\n    <li><strong>Strength:</strong> Light-Medium</li>\n</ul>\n\nSan Cristobal El Principe offers a bold and satisfying smoking experience in every stick. These are the perfect choice when looking to enjoy a robust full flavoured cigar that is complex yet smooth. Whether you are a seasoned smoker or a newcomer to the world of premium cigars, these cigars are sure to impress.\n\n<h3><b>About San Cristobal Cigars</b></h3>\n\nSan Cristobal del Le Habana was the original name of Havana Cuba, so San Cristobal cigars were introduced in 1999 on the threshold of the new Millennium as a tribute to the city's long history.  Made using the <em>Tripa Larga, Totalmente a Mano - </em>long filler, totally hand made technique to a light to medium flavoured blend of filler and binder leaves from the <em>Vuelta Abajo</em> tobacco zone.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars",Cuba,Restricted USA,https://cigarsnstripes.com/wp-content/uploads/2025/05/San-Cristobal-El-Principe-Cuban-Cigars.png,,,,,,,,,0,,Quantity,"Single Cigar, Box of 25 Cigars, 5 Cigars",1,0,Ring Gauge Group,Medium (40+),0,1,Price Level,Quality ($10-$15),0,1,Country,Cuba,1,1,Length,4 3/8,1,1,Ring Gauge,42,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,Brand,San Cristobal,0,1,,,,,,,,,,,,,,,,,,,,,
980,variable,cc001530A,,Fonseca Cosacos Cuban,-1,0,visible,Fonseca’s delicate blend of filler and binder tobaccos from the Vuelta Abajo zone makes it the ideal Habano to follow a light meal.,"<h3>Fonseca Cosacos Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size</strong>: 5 3/8 x 42</li>\n    <li><strong>Strength</strong>: Mild</li>\n</ul>\n\nDon Francisco Fonseca founded his brand in the 1890’s.\nA handsome man, who cared deeply for appearances, he passed his sartorial precision on to his cigars, which he dressed in silky tissue paper – a tradition that continues to this day on all the Habanos that bear his name.\nFonseca’s delicate blend of filler and binder tobaccos from the Vuelta Abajo zone makes it the ideal Habano to follow a light meal.\n\nFonseca’s short-filler size also incorporates tobacco leaves from Semi Vuelta zone.\nAll sizes of Fonseca are Totalmente a Mano – totally hand made – with three being Tripa Larga or long filler and one Tripa Corta or short filler.",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","corona, Cuba, Cuban, Fonseca, Fonseca Cosacos, mild, Parejo",Restricted USA,"https://cigarsnstripes.com/wp-content/uploads/2025/05/Cigars-0371.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Cosacos-Single-Cigar.png, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Full-Box-of-Cigar-Family-.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/Fonseca-Cuban-Cigars-Logo.jpg",,,,,,,,,0,,Quantity,"Single Cigars, Box of 25 Cigars, 5 Cigars",1,0,Brand,Fonseca,1,1,Ring Gauge Group,Medium (40+),0,1,Price Level,Quality ($10-$15),0,1,Country,Cuba,1,1,Shape,Parejo,1,1,Size,Corona,1,1,Length,5 3/8,1,1,Ring Gauge,42,1,1,Strength,Mild,1,1,Wrapper,Cuban,1,1,Binder,Cuban,1,1,Filler,Cuban,1,1,Score,89,1,1,Score Range,85-89,1,1,
877,variation,47200400106,,Hoyo De Monterrey Epicure No.2 Cuban - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,40.66,,,,,,,CC0706009,,,,,,2,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,variation,,,Vegas Robaina Cuban Cigars Clasicos - Single,-1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,23.9904,,,,,,,cc001441A,,,,,,2,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,variation,,,Vegas Robaina Cuban Cigars Clasicos - Single,-1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,,23.9904,,,,,,,cc001441A,,,,,,2,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,variation,19600300106,,Bolivar Belicosos Finos Cuban Cigars - Single Cigar,1,0,visible,,,,,taxable,parent,0,0,,0,1,,,,,0,,,57.13,,,,,,,CC0867001,,,,,,2,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,variation,47200600106,,Hoyo De Monterrey Epicure No.1 Cuban Cigars - Single,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,29.73,,,,,,,CC0706008,,,,,,2,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,variation,45100700106,,H. Upmann Cuban No.2 - Single Cigar,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,46,,,,,,,cc001459A,,,,,,1,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,variation,62801600106,,Montecristo Cuban No.1 - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,45.74,,,,,,,cc001464B,,,,,,1,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,variation,62801700106,,Montecristo Cuban Petit Tubos - Single,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,31.00,,,,,,,cc001465A,,,,,,1,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,variation,62801900106,,Montecristo Petit No.2 Cuban - Single,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,40.98,,,,,,,CC0794029,,,,,,2,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,variation,90700000106,,Trinidad Cuban Cigars Coloniales - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,49.78,,,,,,,CC0885001,,,,,,1,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,variation,90700100106,,Trinidad Reyes Cuban Cigars - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,36.56,,,,,,,cc001484C,,,,,,1,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,variation,50500100106,,Jose L. Piedra Petit Cazadores Cuban Cigars - Single Cigar,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,5.99,,,,,,,cc001491C,,,,,,2,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,variation,43600100103,,Guantanamera Minutos Cuban - Sealed Pack of 3 Cigars,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,17.49,,,,,,,CC0889005,,,,,,3,,Quantity,Sealed Pack of 3 Cigars,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,variation,50500400106,,Jose L. Piedra Brevas Cuban Cigars - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,6.29,,,,,,,cc001494B,,,,,,1,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,variation,50500500106,,Jose L. Piedra Conservas Cuban Cigars - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,7.58,,,,,,,cc001496B,,,,,,1,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,variation,50500700106,,Jose L. Piedra Cazadores Cuban Cigars - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,6.84,,,,,,,cc001497C,,,,,,2,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,variation,75100300106,,Rafael Gonzalez Panetelas Extra Cuban Cigars - Single,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,8.52,,,,,,,CC0872001,,,,,,3,,Quantity,Single,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,variation,38800000106,,Fonseca Cuban Delicias - Single Cigar,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,11.2,,,,,,,cc001505A,,,,,,3,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,variation,38800100106,,Fonseca KDT Cadetes Cuban - Single Cigar,1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,11.94,,,,,,,cc001506A,,,,,,3,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,variation,47200800106,,Hoyo De Monterrey Palmas Extra Cuban Cigars - Single Cigar,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,9.56,,,,,,,CC0706014,,,,,,2,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,variation,19600400106,,Bolivar Coronas Junior Cuban Cigars - Single Cigar,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,19.46,,,,,,,CC000011,,,,,,2,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,variation,80800202502,,San Cristobal El Principe Cuban Cigars - Single Cigar,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,16.38,,,,,,,cc001527A,,,,,,3,,Quantity,Single Cigar,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,variation,38800200106,,Fonseca Cosacos Cuban - Single Cigars,-1,0,visible,,,,,taxable,parent,0,0,,0,0,,,,,0,,,17.57,,,,,,,cc001530A,,,,,,3,,Quantity,Single Cigars,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,variable,CC2275002,,Juan Lopez Seleccion No.2 Cuban,1,0,visible,This range offers a consistent medium to full flavour based on a rich blend of filler and binder leaves from the Vuelta Abajo zone.,"<h3>Juan Lopez Seleccion No.2 Cuban Cigars</h3>\n\n<ul>\n    <li><strong>Size:</strong> 4 7/8 x 50</li>\n    <li><strong>Strength:</strong>  Medium-Full</li>\n</ul>\n\nThe Juan Lopez Seleccion No.2 is one of the best examples of a Robusto and for many connoisseurs; this vitola may be classified in the “Top 5 Robustos”.\n\nTake the time to discover the Juan Lopez Seleccion No.2, and you will have a delightful experience. The flavor of the blend makes it an attractive choice for those who seek medium bodied and complex Habanos in a shorter smoke time. The robusto size smoker will really appreciate this cigar. The burn is even, slow and the amounts of smoke released are copious and thick.\n\n<h3>About Juan Lopez Cigars</h3>\n\n<span style=""font-weight: 400"">Although little known around the world today, Juan Lopez has always attracted a following amongst aficionados of Habanos. The range offers a consistent medium to full flavour based on a rich blend of filler and binder leaves from the Vuelta Abajo zone.  Made using the Tripa Larga, Totalmente a Mano – long filler, totally hand made – technique.</span>",,,taxable,,0,,,0,0,,,,,1,,,,"Cigars, Cigars > Cuban Cigars","Cuba, juan lopez, juan lopez seleccion, Parejo, Robusto",Restricted USA,"https://cigarsnstripes.com/wp-content/uploads/2025/05/juan-lopez-sellecion-no-2.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/IMG_1348-scaled-1.jpg, https://cigarsnstripes.com/wp-content/uploads/2025/05/IMG_1347-scaled-1.jpg",,,,,,,,,0,,Quantity,"Single, Box of 25, Box of 50, 5 Cigars",1,0,Ring Gauge Group,Large (50+),0,1,Price Level,Premium ($16-$25),0,1,Country,Cuba,1,1,Shape,Parejo,1,1,Size,Robusto,1,1,Length,4 7/8,1,1,Ring Gauge,50,1,1,Wrapper,Cuba,1,1,Binder,Cuba,1,1,Filler,Cuba,1,1,Score,93,1,1,Score Range,90+,1,1,Brand,Juan Lopez,1,1,,,,,
